rp,population,rp_start,rp_end,cont_enrollment,age_grp,gender,state,lob,plantyp,datasource,mm
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,CA,COMMERCIAL,Others,IBM-CCAE,569
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,CA,COMMERCIAL,Others,IBM-CCAE,5194
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,CA,COMMERCIAL,PPO,IBM-CCAE,466
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,WI,COMMERCIAL,Others,IBM-CCAE,5
PRIOR,IP,4/1/2017,3/31/2018,0,35-44,2,UT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,34
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,2,SD,COMMERCIAL,Unknown,IBM-CCAE,6
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,F,EAST NORTH CENTRAL,COM,EPO,OPTUM-SES,1610
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,MN,COMMERCIAL,CDHP/HDHP,IBM-MDCR,480
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,UT,COMMERCIAL,HMO,IBM-CCAE,15
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,WY,COMMERCIAL,Non-Cap POS,IBM-CCAE,54
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,SC,COMMERCIAL,CDHP/HDHP,IBM-MDCR,9
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,NH,COMMERCIAL,Non-Cap POS,IBM-CCAE,1
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,M,WEST NORTH CENTRAL,COM,HMO,OPTUM-SES,94
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,ND,COMMERCIAL,PPO,IBM-MDCR,83
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,KY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,103
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,WI,COMMERCIAL,Others,IBM-CCAE,3383
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,CA,COMMERCIAL,PPO,IBM-CCAE,118513
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,VA,COMMERCIAL,PPO,IBM-CCAE,23773
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,KY,COMMERCIAL,Unknown,IBM-CCAE,1788
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,IN,COMMERCIAL,HMO,IBM-CCAE,14
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,2,NJ,COMMERCIAL,Cap POS,IBM-CCAE,579
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,MT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,48
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,WA,COMMERCIAL,Others,IBM-MDCR,9
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,GA,COMMERCIAL,Non-Cap POS,IBM-CCAE,249
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,MN,COMMERCIAL,Unknown,IBM-CCAE,9350
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,WA,COMMERCIAL,Others,IBM-MDCR,48
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,2,UN,COMMERCIAL,Others,IBM-CCAE,12
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,MA,COMMERCIAL,Non-Cap POS,IBM-CCAE,161
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,OH,COMMERCIAL,CDHP/HDHP,IBM-CCAE,642
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,SD,COMMERCIAL,Unknown,IBM-CCAE,3035
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,MS,COMMERCIAL,Others,IBM-CCAE,18878
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,OR,COMMERCIAL,Others,IBM-CCAE,346
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,1,NE,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,M,PACIFIC,MCR,OTH,OPTUM-SES,1329
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,DE,COMMERCIAL,HMO,IBM-CCAE,3380
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,IL,COMMERCIAL,HMO,IBM-CCAE,31995
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,M,EAST NORTH CENTRAL,COM,PPO,OPTUM-SES,6
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,UN,COMMERCIAL,PPO,IBM-MDCR,18
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,NH,COMMERCIAL,HMO,IBM-CCAE,3408
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,FL,COMMERCIAL,Cap POS,IBM-CCAE,14793
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,WA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,8814
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,MS,COMMERCIAL,CDHP/HDHP,IBM-CCAE,392
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,F,EAST SOUTH CENTRAL,COM,POS,OPTUM-SES,60190
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,AK,COMMERCIAL,Others,IBM-MDCR,93
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,NH,COMMERCIAL,CDHP/HDHP,IBM-CCAE,68
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,2,OK,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1976
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,ID,COMMERCIAL,PPO,IBM-MDCR,5
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,NM,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1423
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,GA,COMMERCIAL,HMO,IBM-CCAE,44
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,PA,COMMERCIAL,Unknown,IBM-CCAE,9806
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,MI,COMMERCIAL,Unknown,IBM-CCAE,18141
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,UN,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2903
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,PR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,74
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,OR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,8
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,F,WEST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,259
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,1,KS,COMMERCIAL,Non-Cap POS,IBM-CCAE,21
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,WI,COMMERCIAL,Cap POS,IBM-CCAE,75
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,F,WEST SOUTH CENTRAL,COM,EPO,OPTUM-SES,65
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,AZ,COMMERCIAL,PPO,IBM-MDCR,16346
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,2,NH,COMMERCIAL,PPO,IBM-CCAE,54
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,F,EAST SOUTH CENTRAL,MCR,HMO,OPTUM-SES,48
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,MA,COMMERCIAL,Unknown,IBM-CCAE,566
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,PA,COMMERCIAL,Unknown,IBM-CCAE,6858
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,F,EAST SOUTH CENTRAL,COM,IND,OPTUM-SES,170
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,IN,COMMERCIAL,Unknown,IBM-CCAE,1966
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,LA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,14519
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,MO,COMMERCIAL,HMO,IBM-CCAE,28313
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,MI,COMMERCIAL,PPO,IBM-MDCR,60552
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,KS,COMMERCIAL,CDHP/HDHP,IBM-CCAE,11
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,MN,COMMERCIAL,Others,IBM-CCAE,145
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,CO,COMMERCIAL,HMO,IBM-MDCR,468
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,HI,COMMERCIAL,HMO,IBM-CCAE,24
PRIOR,IP,4/1/2017,3/31/2018,0,0-17,F,PACIFIC,COM,EPO,OPTUM-SES,1
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,AR,COMMERCIAL,PPO,IBM-MDCR,11
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,ND,COMMERCIAL,Others,IBM-CCAE,28
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,DE,COMMERCIAL,PPO,IBM-CCAE,52995
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,DE,COMMERCIAL,HMO,IBM-CCAE,414
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,NY,COMMERCIAL,Non-Cap POS,IBM-CCAE,90
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,F,MOUNTAIN,MCR,HMO,OPTUM-SES,605
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,1,CA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,137328
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,2,IL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,92881
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,M,WEST SOUTH CENTRAL,COM,PPO,OPTUM-SES,1010
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,2,SC,COMMERCIAL,Non-Cap POS,IBM-CCAE,18
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,2,CO,COMMERCIAL,Others,IBM-CCAE,1
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,SC,COMMERCIAL,Unknown,IBM-CCAE,18
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,NC,COMMERCIAL,HMO,IBM-CCAE,33
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,2,VT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,3
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,2,DC,COMMERCIAL,PPO,IBM-CCAE,10435
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,1,CO,COMMERCIAL,CDHP/HDHP,IBM-MDCR,368
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,1,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,33
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,F,WEST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,22
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,NV,COMMERCIAL,CDHP/HDHP,IBM-CCAE,13394
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,2,UT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,92
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,M,WEST SOUTH CENTRAL,MCR,HMO,OPTUM-SES,41
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,2,TN,COMMERCIAL,PPO,IBM-MDCR,390
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,WY,COMMERCIAL,Unknown,IBM-CCAE,53
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,NC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,227
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,GA,COMMERCIAL,Non-Cap POS,IBM-CCAE,23852
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,OH,COMMERCIAL,Non-Cap POS,IBM-CCAE,84
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,M,WEST NORTH CENTRAL,COM,HMO,OPTUM-SES,3062
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,WI,COMMERCIAL,PPO,IBM-CCAE,95798
PRIOR,IP,4/1/2017,3/31/2018,0,55-64,2,MI,COMMERCIAL,Unknown,IBM-CCAE,306
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,2,NY,COMMERCIAL,Others,IBM-CCAE,1324
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,1,VA,COMMERCIAL,Others,IBM-MDCR,12
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,TN,COMMERCIAL,Unknown,IBM-CCAE,2005
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,F,WEST SOUTH CENTRAL,COM,POS,OPTUM-SES,429919
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,1,WV,COMMERCIAL,PPO,IBM-MDCR,1
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,CO,COMMERCIAL,Non-Cap POS,IBM-CCAE,6
PRIOR,IP,4/1/2017,3/31/2018,1,0-17,M,SOUTH ATLANTIC,COM,OTH,OPTUM-SES,1
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,1,KY,COMMERCIAL,Unknown,IBM-MDCR,336
PRIOR,IP,4/1/2017,3/31/2018,1,45-54,2,WA,COMMERCIAL,Unknown,IBM-CCAE,18
CURRENT,B.O.B,4/1/2018,3/31/2019,1,0-17,1,WY,COMMERCIAL,Others,IBM-CCAE,99
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,1,TN,COMMERCIAL,CDHP/HDHP,IBM-MDCR,582
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,NC,COMMERCIAL,Unknown,IBM-CCAE,90
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,MN,COMMERCIAL,HMO,IBM-CCAE,24
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,MN,COMMERCIAL,Others,IBM-CCAE,465
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,LA,COMMERCIAL,HMO,IBM-CCAE,12
CURRENT,IP,4/1/2018,3/31/2019,1,45-54,1,KS,COMMERCIAL,Unknown,IBM-CCAE,22
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,KY,COMMERCIAL,Others,IBM-MDCR,207
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,4983
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,1,NC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,156
PRIOR,B.O.B,4/1/2017,3/31/2018,1,18-34,2,OK,COMMERCIAL,HMO,IBM-CCAE,651
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,1,HI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,24
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,M,NEW ENGLAND,COM,EPO,OPTUM-SES,20
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,2,WV,COMMERCIAL,Others,IBM-CCAE,574
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,OH,COMMERCIAL,Non-Cap POS,IBM-CCAE,20
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,6314
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,WI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,449
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,LA,COMMERCIAL,PPO,IBM-CCAE,235
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,FL,COMMERCIAL,HMO,IBM-CCAE,6718
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,PA,COMMERCIAL,Non-Cap POS,IBM-CCAE,3675
CURRENT,IP,4/1/2018,3/31/2019,1,55-64,2,GA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,888
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,M,SOUTH ATLANTIC,COM,POS,OPTUM-SES,65
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,AL,COMMERCIAL,PPO,IBM-MDCR,42
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,1,FL,COMMERCIAL,PPO,IBM-CCAE,440776
CURRENT,B.O.B,4/1/2018,3/31/2019,0,35-44,1,MI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,9649
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,ME,COMMERCIAL,Non-Cap POS,IBM-CCAE,1591
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,UT,COMMERCIAL,Others,IBM-CCAE,828
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,2,MO,COMMERCIAL,Cap POS,IBM-CCAE,6
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,TX,COMMERCIAL,CDHP/HDHP,IBM-CCAE,6782
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,CA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,307
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,F,SOUTH ATLANTIC,MCR,PPO,OPTUM-SES,432
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,2,FL,COMMERCIAL,CDHP/HDHP,IBM-CCAE,85527
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,PR,COMMERCIAL,PPO,IBM-CCAE,270
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,M,UNKNOWN,COM,OTH,OPTUM-SES,11512
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,1,KS,COMMERCIAL,Cap POS,IBM-MDCR,5
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,DC,COMMERCIAL,PPO,IBM-CCAE,3900
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,NY,COMMERCIAL,HMO,IBM-CCAE,786
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,OR,COMMERCIAL,Unknown,IBM-CCAE,4
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,ME,COMMERCIAL,Others,IBM-CCAE,1
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,ME,COMMERCIAL,Unknown,IBM-CCAE,27
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,1,CT,COMMERCIAL,CDHP/HDHP,IBM-CCAE,129
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,WV,COMMERCIAL,Unknown,IBM-CCAE,15
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,F,UNKNOWN,MCR,OTH,OPTUM-SES,3
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,CA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,148735
CURRENT,IP,4/1/2018,3/31/2019,0,18-34,2,NY,COMMERCIAL,HMO,IBM-CCAE,315
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,M,PACIFIC,MCR,OTH,OPTUM-SES,6292
PRIOR,IP,4/1/2017,3/31/2018,0,45-54,2,PA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,286
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,NE,COMMERCIAL,HMO,IBM-CCAE,199
CURRENT,IP,4/1/2018,3/31/2019,1,35-44,1,CT,COMMERCIAL,PPO,IBM-CCAE,456
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,1,TX,COMMERCIAL,CDHP/HDHP,IBM-MDCR,901
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1049
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,2,GA,COMMERCIAL,Non-Cap POS,IBM-CCAE,139
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,WV,COMMERCIAL,HMO,IBM-CCAE,124
CURRENT,B.O.B,4/1/2018,3/31/2019,0,55-64,1,MA,COMMERCIAL,Others,IBM-CCAE,55
CURRENT,IP,4/1/2018,3/31/2019,1,0-17,M,EAST NORTH CENTRAL,COM,POS,OPTUM-SES,75
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,NY,COMMERCIAL,Unknown,IBM-MDCR,1925
CURRENT,B.O.B,4/1/2018,3/31/2019,1,18-34,1,DC,COMMERCIAL,Unknown,IBM-CCAE,727
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,F,WEST SOUTH CENTRAL,MCR,OTH,OPTUM-SES,836
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,MN,COMMERCIAL,CDHP/HDHP,IBM-MDCR,126
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,2,VA,COMMERCIAL,PPO,IBM-CCAE,71599
CURRENT,B.O.B,4/1/2018,3/31/2019,0,0-17,2,WA,COMMERCIAL,Others,IBM-CCAE,119
PRIOR,B.O.B,4/1/2017,3/31/2018,1,55-64,2,WI,COMMERCIAL,HMO,IBM-MDCR,276
PRIOR,B.O.B,4/1/2017,3/31/2018,0,18-34,1,NY,COMMERCIAL,CDHP/HDHP,IBM-CCAE,55406
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,2,CT,COMMERCIAL,Unknown,IBM-CCAE,4
CURRENT,B.O.B,4/1/2018,3/31/2019,1,55-64,1,MN,COMMERCIAL,Non-Cap POS,IBM-MDCR,12
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,MO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,136
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,M,NEW ENGLAND,COM,EPO,OPTUM-SES,933
PRIOR,B.O.B,4/1/2017,3/31/2018,1,0-17,1,FL,COMMERCIAL,PPO,IBM-CCAE,591766
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,MD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,78
PRIOR,B.O.B,4/1/2017,3/31/2018,1,35-44,F,PACIFIC,COM,IND,OPTUM-SES,56
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,GA,COMMERCIAL,HMO,IBM-MDCR,35
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,NJ,COMMERCIAL,HMO,IBM-CCAE,1656
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,M,MOUNTAIN,COM,EPO,OPTUM-SES,6326
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,ID,COMMERCIAL,Unknown,IBM-CCAE,37
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,2,AK,COMMERCIAL,Others,IBM-CCAE,12
CURRENT,B.O.B,4/1/2018,3/31/2019,0,65 AND OLDER,2,HI,COMMERCIAL,CDHP/HDHP,IBM-CCAE,12
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,1,CO,COMMERCIAL,PPO,IBM-CCAE,27155
CURRENT,B.O.B,4/1/2018,3/31/2019,0,45-54,1,IL,COMMERCIAL,Non-Cap POS,IBM-CCAE,3204
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,F,EAST NORTH CENTRAL,MCR,OTH,OPTUM-SES,2556
CURRENT,B.O.B,4/1/2018,3/31/2019,1,65 AND OLDER,2,AR,COMMERCIAL,Others,IBM-MDCR,9009
PRIOR,IP,4/1/2017,3/31/2018,1,55-64,2,OH,COMMERCIAL,CDHP/HDHP,IBM-CCAE,1429
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,ID,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2
PRIOR,B.O.B,4/1/2017,3/31/2018,0,45-54,2,DC,COMMERCIAL,Others,IBM-CCAE,7
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,2,CA,COMMERCIAL,CDHP/HDHP,IBM-CCAE,318
CURRENT,IP,4/1/2018,3/31/2019,0,0-17,F,WEST SOUTH CENTRAL,COM,EPO,OPTUM-SES,3
PRIOR,B.O.B,4/1/2017,3/31/2018,1,45-54,1,FL,COMMERCIAL,Non-Cap POS,IBM-CCAE,57934
CURRENT,B.O.B,4/1/2018,3/31/2019,1,45-54,2,MA,COMMERCIAL,PPO,IBM-CCAE,97074
PRIOR,IP,4/1/2017,3/31/2018,0,18-34,M,SOUTH ATLANTIC,MCR,HMO,OPTUM-SES,47
CURRENT,IP,4/1/2018,3/31/2019,0,65 AND OLDER,1,NJ,COMMERCIAL,HMO,IBM-MDCR,10
PRIOR,IP,4/1/2017,3/31/2018,1,65 AND OLDER,1,LA,COMMERCIAL,PPO,IBM-CCAE,84
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,2,LA,COMMERCIAL,Others,IBM-CCAE,402
PRIOR,B.O.B,4/1/2017,3/31/2018,0,0-17,1,MT,COMMERCIAL,Others,IBM-CCAE,14
CURRENT,IP,4/1/2018,3/31/2019,0,55-64,1,PA,COMMERCIAL,Others,IBM-CCAE,10
PRIOR,IP,4/1/2017,3/31/2018,0,65 AND OLDER,M,NEW ENGLAND,MCR,PPO,OPTUM-SES,102
PRIOR,B.O.B,4/1/2017,3/31/2018,0,55-64,2,OH,COMMERCIAL,Non-Cap POS,IBM-CCAE,2162
PRIOR,B.O.B,4/1/2017,3/31/2018,0,35-44,1,NE,COMMERCIAL,PPO,IBM-CCAE,9797
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,1,DE,COMMERCIAL,CDHP/HDHP,IBM-CCAE,2869
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,DC,COMMERCIAL,CDHP/HDHP,IBM-CCAE,42
CURRENT,B.O.B,4/1/2018,3/31/2019,0,18-34,1,UT,COMMERCIAL,Others,IBM-CCAE,134
CURRENT,IP,4/1/2018,3/31/2019,0,45-54,1,AR,COMMERCIAL,CDHP/HDHP,IBM-CCAE,19
PRIOR,IP,4/1/2017,3/31/2018,1,18-34,2,IL,COMMERCIAL,PPO,IBM-CCAE,2647
CURRENT,IP,4/1/2018,3/31/2019,0,35-44,2,CO,COMMERCIAL,CDHP/HDHP,IBM-CCAE,42
CURRENT,B.O.B,4/1/2018,3/31/2019,1,35-44,M,WEST NORTH CENTRAL,COM,PPO,OPTUM-SES,826
PRIOR,B.O.B,4/1/2017,3/31/2018,1,65 AND OLDER,2,SC,COMMERCIAL,HMO,IBM-MDCR,4943
PRIOR,B.O.B,4/1/2017,3/31/2018,0,65 AND OLDER,2,SD,COMMERCIAL,CDHP/HDHP,IBM-CCAE,237
CURRENT,IP,4/1/2018,3/31/2019,1,18-34,1,KS,COMMERCIAL,Cap POS,IBM-CCAE,30
CURRENT,IP,4/1/2018,3/31/2019,1,65 AND OLDER,1,MA,COMMERCIAL,Non-Cap POS,IBM-MDCR,148
PRIOR,IP,4/1/2017,3/31/2018,1,35-44,2,SC,COMMERCIAL,Others,IBM-CCAE,16
